Expenditure Date,Payee Name,Address,Payee Type,Amount($),Committee Name,Expense Category,Expense Purpose,Expense Toward,Expense Method,Vendor,Fundtype,Comments
4/5/2022,Elian Law Group,700 13th St NW  #600  Washington  District Of Columbia 20005,Business/Group/Organization,2134,Blair  David for Montgomery,Other Expenses,Legal Fees - General,,Check,,Electoral,Consultation
4/5/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,43,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/6/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,30,Blair  David for Montgomery,Other Expenses,Bank Charges,,EFT,,Electoral,Bank Fees
4/6/2022,Washington Informer  The,3117 Martin Luther King Jr. Ave.  S.E.  Washington  District Of Columbia 20032,Business/Group/Organization,1000,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
4/6/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,16,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/6/2022,Costco,880 Russell Avenue  Gaithersburg  Maryland 20879,Business/Group/Organization,305,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/7/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,102,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,Debit Card,,Electoral,Utilities
4/7/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
4/7/2022,Pepco,PO Box 97274  Washington  District Of Columbia 20090-7274,Business/Group/Organization,524,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Electrical,,EFT,,Electoral,Wheaton Office
4/8/2022,Jackie White,307 Baltusrol Drive  #301  Germantown  Maryland 20874,Individual,141,Blair  David for Montgomery,Salaries and Other compensation,Staff - Travel,,Check,,Electoral,Travel Reimbursement
4/8/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,108,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/11/2022,Jennifer Hughes,8400 Fenway Road  Bethesda  Maryland 20817,Individual,218,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reminbursement
4/11/2022,Jetties Macomb,3708 Macomb St NW  Washington  District Of Columbia 20016,Business/Group/Organization,267,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
4/11/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,35,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
4/11/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,9,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
4/11/2022,Blueprint Interactive,1220 19th St NW  Washington  District Of Columbia 20036,Business/Group/Organization,50000,Blair  David for Montgomery,Media,Media - Website Development,,Check,,Electoral,Media
4/11/2022,Adobe,345 Park Ave  San Jose  California 95110,Business/Group/Organization,56,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,adobe software
4/11/2022,Gabrielle Jacob,19421 Fisher Ave  Poolesville  Maryland 20837,Business/Group/Organization,1350,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Check,,Electoral,Campaign Paraphernalia
4/11/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,14,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/11/2022,Costco,880 Russell Avenue  Gaithersburg  Maryland 20879,Business/Group/Organization,166,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/11/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
4/12/2022,Colonial Parking,1050 Thomas Jefferson St NW  Washington  District Of Columbia 20007,Business/Group/Organization,4,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
4/12/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,17,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/12/2022,LJ's Cafe,9210 Corporate Blvd  Rockville  Maryland 20850,Business/Group/Organization,178,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Food & Beverage
4/13/2022,Greater Olney News  The,P.O. Box 171  Olney  Maryland 20860,Business/Group/Organization,2607,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
4/13/2022,East Grill Kareoke,10 N Washington St  Rockville  Maryland 20850,Business/Group/Organization,568,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
4/13/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,5,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/14/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,148,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
4/14/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,829,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
4/14/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,41492,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
4/14/2022,Comcast,PO Box 71211  Charlotte  North Carolina 28272-1211,Business/Group/Organization,4246,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Debit Card,,Electoral,Rockville Office
4/14/2022,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,45,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Conference Services
4/14/2022,Kevin Mack,13205 Squires Ct.  N. Potomac  Maryland 20878,Individual,186,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reminbursement - Food & Beverage
4/15/2022,MASTV/El Planeta  LLC,655 15th Street  Washington  District Of Columbia 20005,Business/Group/Organization,5580,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
4/15/2022,Just Yard Signs,2235 Mercator Dr  Orlando  Florida 32807,Business/Group/Organization,5280,Blair  David for Montgomery,Printing and Campaign Materials,Printing - Yard Signs,,Check,,Electoral,Campaign Paraphernalia
4/15/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,427,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
4/15/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,765,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
4/15/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,6000,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
4/15/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,19009,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
4/18/2022,Barbara Salkin,15101 Interlachen Drive  #220  Silver Spring  Maryland 20906,Individual,1257,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement - for 4/3/22 event - Leisure World meet-n-greet and Made In Montgomery event - 10/11/22 expense purpose amended (approved by LH)
4/18/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
4/19/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,102,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,Debit Card,,Electoral,Utilities
4/19/2022,Washington Gas,11801 Nebel Street  Rockville  Maryland 20852,Business/Group/Organization,165,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Gas,,Debit Card,,Electoral,Wheaton Office
4/19/2022,Dropbox,1800 Owens St  Ste 200  San Francisco  California 94158,Business/Group/Organization,48,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
4/19/2022,Francis Okeahialam,1917 Grace Church Rd  Silver Spring  Maryland 20910,Individual,321,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Reimbursement - payroll
4/19/2022,Target,6831 Wisconsin Ave  Chevy Chase  Maryland 20815,Business/Group/Organization,29,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/19/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,85,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/19/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,18,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/19/2022,Pepco,PO Box 97274  Washington  District Of Columbia 20090-7274,Business/Group/Organization,99,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Electrical,,EFT,,Electoral,Wheaton Office
4/20/2022,Smokey Glen Farm,16407 Riffleford Road  Gaithersburg  Maryland 20878,Business/Group/Organization,2000,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Event Sponsorship
4/20/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,55,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/20/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
4/21/2022,Mei Wah Restaurant,4457 Willard Ave  Chevy Chase  Maryland 20815,Business/Group/Organization,1155,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
4/21/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,5,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/22/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,200,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
4/22/2022,SyDar of DC,5650 3rd Street NE  Washington  District Of Columbia 20011,Business/Group/Organization,716,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
4/22/2022,Compost Crew,12343 Carroll Ave  Rockville  Maryland 20852,Business/Group/Organization,28,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Debit Card,,Electoral,Rockville Office
4/25/2022,Potomac Pizza,10220 River Road  Suite 1  Potomac  Maryland 20854,Business/Group/Organization,136,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
4/25/2022,Monday.com,34 West 14th Street  New York  New York 10011,Business/Group/Organization,240,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
4/26/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,11,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/28/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,211,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,Debit Card,,Electoral,Utilities
4/28/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,20,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/28/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,233,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/28/2022,Target,6831 Wisconsin Ave  Chevy Chase  Maryland 20815,Business/Group/Organization,93,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/28/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,127,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
4/28/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,889,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
4/28/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,44247,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
4/28/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
4/29/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,84,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
4/29/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,17815,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
4/29/2022,King Farm Chronicle,300 Saddle Ridge Circle  Rockville  Maryland 20850,Business/Group/Organization,450,Blair  David for Montgomery,Media,Newspaper,,Check,,Electoral,Blair for Montgomery Ad
5/2/2022,Paragon Payment Solutions,2141 E Broadway Rd  Ste 202  Tempe  Arizona 85282,Business/Group/Organization,369,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card Processing Fees
5/2/2022,Democratic State Central Committee Of Maryland,275 West Street  Suite 70  Annapolis  Maryland 21401,Party Central,300,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Table at AAPI dinner
5/2/2022,Indeed,6433 Champion Grandview Way  Building #1  Austin  Texas 78750,Business/Group/Organization,180,Blair  David for Montgomery,Field Expenses,Other,,Debit Card,,Electoral,Resume search
5/2/2022,Jersey Mikes,895 D Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,183,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
