Expenditure Date,Payee Name,Address,Payee Type,Amount($),Committee Name,Expense Category,Expense Purpose,Expense Toward,Expense Method,Vendor,Fundtype,Comments
3/3/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,585,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
3/3/2022,Kevin Mack,13205 Squires Ct.  N. Potomac  Maryland 20878,Individual,142,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reminbursement - Food & Beverage
3/4/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,15351,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
3/4/2022,The Korean Times,7601 Little River Tnpk  3rd Floor  Annadale  Virginia 22003,Business/Group/Organization,2000,Blair  David for Montgomery,Media,Newspaper,,Debit Card,,Electoral,Ad in an Asian Newspaper
3/7/2022,Mega LED Light Display,2601 Pinewood Drive  Grand Prairie  Texas 75051,Business/Group/Organization,1807,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,LED Signage in Wheaton Office
3/7/2022,Metro Microgreens,S. Washington Street  Rockville  Maryland 20850,Business/Group/Organization,30,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Impasta Gluten,9899 Main Street  #135  Damascus  Maryland 20872,Business/Group/Organization,12,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Number 1 Sons,2034 West VA Ave  NE  2nd Floor  Washington  District Of Columbia 20002,Business/Group/Organization,12,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Shafa Blends,1327 Rockville Pike  Suite F  Rockville  Maryland 20852,Business/Group/Organization,29,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Shake Shack,7997 Tuckerman Ln  Potomac  Maryland 20854,Business/Group/Organization,120,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/7/2022,All Things Olive,7600 Arlington Road  Bethesda  Maryland 20814,Business/Group/Organization,30,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Twin Valley Distillary,1029 E Gude Drive  Suite 105  Rockville  Maryland 20850,Business/Group/Organization,51,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/7/2022,Two Story Chimney,7115 Damascus Road  Gaithersburg  Maryland 20882,Business/Group/Organization,36,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Susan Hood,10150 Pointe Clear Ct  New Market  Maryland 21774,Individual,59,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement
3/7/2022,NGP Van,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,541,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Database Services
3/7/2022,Nova Farmer's,7731 Leesburg Pike  Falls Church  Virginia 22043,Business/Group/Organization,19,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Plant Masters,7155 Wisconsin Ave  Bethesda  Maryland 20814,Business/Group/Organization,21,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Made in MOCO/Office Supplies
3/7/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,21,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/7/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,14,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/7/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,10,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/8/2022,Party City,1500 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,25,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Birthday supplies
3/8/2022,Best Buy,1200 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,127,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Equipment
3/8/2022,Adobe,345 Park Ave  San Jose  California 95110,Business/Group/Organization,56,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,adobe software
3/8/2022,Tanisha Mitchell,12401 Brickyard Blvd  Apt 4072  Beltsville  Maryland 20705,Business/Group/Organization,350,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
3/8/2022,Costco,880 Russell Ave  Gaithersburg  Maryland 20879,Business/Group/Organization,544,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/8/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,149,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/8/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,11,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/9/2022,Home Depot,12087 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,50,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/9/2022,Home Depot,12087 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,74,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/9/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,500,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
3/9/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,106,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/10/2022,Saraglove.com,po box 195  Mason  Ohio 45040,Business/Group/Organization,75,Blair  David for Montgomery,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Debit Card,,Electoral,Ponchos
3/10/2022,Gourmet Beer & Wine,11530 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,119,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/10/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,8,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/10/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,115,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/10/2022,Liesure World News,3701 Rossmoor Blvd  Silver Spring  Maryland 20906,Business/Group/Organization,700,Blair  David for Montgomery,Media,Newspaper,,Debit Card,,Electoral,Blair for Montgomery Ad
3/11/2022,Microsoft,1 Microsoft Way  Redmond  Washington 98052,Business/Group/Organization,9,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
3/11/2022,Ohh La La Bakery,2600 University Blvd W  Silver Spring  Maryland 20902,Business/Group/Organization,46,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/11/2022,Washington Gas,11801 Nebel Street  Rockville  Maryland 20852,Business/Group/Organization,174,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Gas,,Debit Card,,Electoral,Wheaton Office
3/11/2022,Flippos Italian,10400 Old Georgetown Rd  Bethesda  Maryland 20814,Business/Group/Organization,86,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/11/2022,The Blue Deal,4115 Annandale Road  Suite 105  Annandale  Virginia 22003,Business/Group/Organization,436,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Media
3/11/2022,NGP/VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,1113,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Database Services
3/14/2022,Ohh La La Bakery,2600 University Blvd W  Silver Spring  Maryland 20902,Business/Group/Organization,41,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/14/2022,Colonial Parking,1050 Thomas Jefferson St NW  Washington  District Of Columbia 20007,Business/Group/Organization,3,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
3/14/2022,Zoom,55 Almaden Blvd  Fl 6  San Jose  California 95113,Business/Group/Organization,45,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Conference Services
3/14/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,60,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/14/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,119,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/14/2022,The Barking Dog,4723 Elm Street  Bethesda  Maryland 20814,Business/Group/Organization,283,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/14/2022,Ledos Pizza,1319 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,68,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/15/2022,Ohh La La Bakery,2600 University Blvd W  Silver Spring  Maryland 20902,Business/Group/Organization,47,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/15/2022,Safeway,5000 Bradley Blvd  Bethesda  Maryland 20815,Business/Group/Organization,32,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
3/15/2022,Bethesda Bagel,14929-D  Shady Grove Rd  Rockville  Maryland 20850,Business/Group/Organization,77,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/15/2022,Flippos Italian,10400 Old Georgetown Rd  Bethesda  Maryland 20814,Business/Group/Organization,118,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/16/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,505,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
3/16/2022,Amber Sherman,6070 N. Belle Grove Cove  Memphis  Tennessee 38115,Individual,1000,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Relocation Bonus
3/16/2022,Capital Doc Solutions,12115 Parklawn Dr  Ste L  Rockville  Maryland 20852,Business/Group/Organization,508,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Computer Equip,,Debit Card,,Electoral,Office Equipment
3/16/2022,Carmen Jones,2306 Ecton Lane  Louisville  Kentucky 40216,Individual,1000,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Relocation Bonus
3/16/2022,Fish Taco,7251 Woodmont Ave  Bethesda  Maryland 20814,Business/Group/Organization,385,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/17/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,128,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
3/17/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,571,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
3/17/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,39094,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
3/17/2022,Aaron Kraut,122 Monroe St  #322  Rockville  Maryland 20852,Individual,94,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement - for Frank's Burger Place for Wheaton Office event - 10/11/22 expense purpose amended (approved by LH)
3/17/2022,USPS,475 Lenfant Plz SW  Washington  District Of Columbia 20260,Business/Group/Organization,1438,Blair  David for Montgomery,Postage,Postage,,Debit Card,,Electoral,Postage
3/17/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,16,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/18/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,18932,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
3/18/2022,Monday.com,34 West 14th Street  New York  New York 10011,Business/Group/Organization,180,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
3/18/2022,Alexandria Valentino,1900 Chapman Ave  Apt 232  Rockville  Maryland 20852,Individual,325,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement - for money Alex paid to Costco for office supplies - 10/11/22 expense purpose amended (approved by LH)
3/21/2022,McDonalds,1390 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,86,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/21/2022,Brookside Gardens Gift Shop,1800 Glenallan Ave  Wheaton  Maryland 20902,Business/Group/Organization,2241,Blair  David for Montgomery,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Check,,Electoral,Pens
3/21/2022,Starbucks,39 Maryland Ave  Rockville  Maryland 20852,Business/Group/Organization,44,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/21/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,16,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/21/2022,Dropbox,1800 Owens St  Ste 200  San Francisco  California 94158,Business/Group/Organization,48,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
3/22/2022,Amber Sherman,6070 N. Belle Grove Cove  Memphis  Tennessee 38115,Individual,397,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Housing Reimbursement
3/22/2022,Carmen Jones,2306 Ecton Lane  Louisville  Kentucky 40216,Individual,397,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Housing Reimbursement
3/22/2022,Compost Crew,12343 Carroll Ave  Rockville  Maryland 20852,Business/Group/Organization,36,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Internet Access,,Debit Card,,Electoral,Rockville Office
3/24/2022,Monday.com,34 West 14th Street  New York  New York 10011,Business/Group/Organization,95,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
3/24/2022,Colonial Parking,1050 Thomas Jefferson St NW  Washington  District Of Columbia 20007,Business/Group/Organization,8,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
3/24/2022,Tanisha Mitchell,12401 Brickyard Blvd  Apt 4072  Beltsville  Maryland 20705,Business/Group/Organization,400,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
3/24/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,39,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/25/2022,Michaels,821 Center Point Way  Gaithersburg  Maryland 20878,Business/Group/Organization,225,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/25/2022,Michaels,821 Center Point Way  Gaithersburg  Maryland 20878,Business/Group/Organization,36,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/25/2022,Michaels,821 Center Point Way  Gaithersburg  Maryland 20878,Business/Group/Organization,25,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/25/2022,The Blue Deal,4115 Annandale Road  Suite 105  Annandale  Virginia 22003,Business/Group/Organization,939,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Media
3/25/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,65,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/25/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,21,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/25/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
3/25/2022,Lourdes Hernandez,3700 63rd Ave  Hyattsville  Maryland 20785,Business/Group/Organization,250,Blair  David for Montgomery,Rent and Other Office expenses,Office - Campaign Office Maintenance,,Check,,Electoral,Office Cleaning
3/28/2022,Mark Weiss,4710 Bethesda Ave  Bethesda  Maryland 20814,Business/Group/Organization,610,Blair  David for Montgomery,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Check,,Electoral,Pens
3/28/2022,Mark Weiss,4710 Bethesda Ave  Bethesda  Maryland 20814,Business/Group/Organization,60,Blair  David for Montgomery,Printing and Campaign Materials,Billboards / Outdoor Advertising,,Check,,Electoral,Pens
3/28/2022,Samantha Curatola-Wilber,804 Duke Ave  Columbia  South Carolina 29203,Individual,450,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,Check,,Electoral,Relocation Bonus
3/28/2022,Verizon,1095 Avenue of the Americas  New York  New York 10036,Business/Group/Organization,108,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Phone / Cell Phone,,Debit Card,,Electoral,Utilities
3/28/2022,Colonial Parking,1050 Thomas Jefferson St NW  Washington  District Of Columbia 20007,Business/Group/Organization,8,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Parking
3/28/2022,&Pizza,11626 Old Georgetown Rd  Rockville  Maryland 20852,Business/Group/Organization,65,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
3/28/2022,The Moco Show,5 County Court  Gaithersburg  Maryland 20878,Business/Group/Organization,499,Blair  David for Montgomery,Media,Media - Website Development,,Debit Card,,Electoral,Advertising
3/29/2022,Harris Teeter,4805 Battery Ln  Bethesda  Maryland 20814,Business/Group/Organization,20,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/29/2022,Giant,12051 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,4,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
3/29/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,33,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/29/2022,Amazon,1 HACKER Way  Sacramento  California 94205,Business/Group/Organization,21,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/29/2022,NGP/VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,712,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Database Services
3/29/2022,Costco,880 Russell Avenue  Gaithersburg  Maryland 20879,Business/Group/Organization,205,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/30/2022,Panera Bread,219 E Middle Ln  Rockville  Maryland 20850,Business/Group/Organization,50,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
3/30/2022,Sam's Club,608 SW 8th St  Bentonville  Arkansas 72712,Business/Group/Organization,313,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Equipment
3/30/2022,Sandy Spring Bank,611 Rockville Pike  Rockville  Maryland 20852,Business/Group/Organization,0,Blair  David for Montgomery,Other Expenses,Bank Charges,,EFT,,Electoral,Bank Fees
3/30/2022,Wild Fire Mail,818 Connecticut Ave  NW  Washington  District Of Columbia 20006,Business/Group/Organization,2123,Blair  David for Montgomery,Postage,Postage,,Check,,Electoral,Postage
3/30/2022,Montgomery Cnty ABS,201 Edison Park Dr  Gaithersburg  Maryland 20878,Business/Group/Organization,249,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/30/2022,LinkTree,37 ISLINGTON St  Collingwood  New Hampshire 03066,Business/Group/Organization,6,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Website
3/31/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,183,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Workers Comp. Insurance
3/31/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,587,Blair  David for Montgomery,Salaries and Other compensation,Payroll Company Management Expense,,EFT,,Electoral,Payroll Processing Fees
3/31/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,61625,Blair  David for Montgomery,Salaries and Other compensation,Wages - Campaign Staff,,EFT,,Electoral,Staff Payroll
3/31/2022,Pace Payment Systems,1500 Medical Center Dr  Nashville  Tennessee 37232,Business/Group/Organization,144,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card Processing Fees
3/31/2022,Washington Gas,11801 Nebel Street  Rockville  Maryland 20852,Business/Group/Organization,72,Blair  David for Montgomery,Rent and Other Office expenses,Utilities - Gas,,Debit Card,,Electoral,Wheaton Office
3/31/2022,Wholefoods,11355 Woodglen Dr   Rockville  Maryland 20852,Business/Group/Organization,493,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
3/31/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,674,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
3/31/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,714,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
3/31/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,714,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
3/31/2022,Harris Teeter,4805 Battery Ln  Bethesda  Maryland 20814,Business/Group/Organization,46,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
3/31/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,57,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
3/31/2022,Staples,500 STAPLES DR  FRAMINGHAM  Massachusetts 01702,Business/Group/Organization,16,Blair  David for Montgomery,Rent and Other Office expenses,Office Supplies,,Debit Card,,Electoral,Office Supplies
4/1/2022,Paychex,700 Red Brook Blvd  STE 300  Owings Mills  Maryland 21117,Business/Group/Organization,17981,Blair  David for Montgomery,Salaries and Other compensation,Wages - Employment Taxes,,EFT,,Electoral,Payroll Taxes
4/1/2022,Kenny Thomas,5003 Lingunore Circle  Monrovia  Maryland 21770,Individual,59,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reminbursement
4/1/2022,11751 Rockville,11751 Rockville Pike  North Bethesda  Maryland 20852,Business/Group/Organization,5329,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Rockville)
4/1/2022,Georgia West  LLC,8708 1st Ave  Silver Spring  Maryland 20910,Business/Group/Organization,2670,Blair  David for Montgomery,Rent and Other Office expenses,Office Rent,,EFT,,Electoral,Office Rent (Wheaton)
4/1/2022,Lone Oak Brewing Co,5000 Olney Laytonsville Rd  Olney  Maryland 20832,Business/Group/Organization,1294,Blair  David for Montgomery,Other Expenses,Other,,EFT,,Electoral,Food & Beverage
4/4/2022,Paragon Payment Solutions,2141 E Broadway Rd  Ste 202  Tempe  Arizona 85282,Business/Group/Organization,136,Blair  David for Montgomery,Fund Raiser,Credit Card Service Processing Charges,,EFT,,Electoral,Credit Card Processing Fees
4/4/2022,Printing Specialist,806 CROMWELL PARK DR  GLEN BURNIE  Maryland 21061,Business/Group/Organization,7860,Blair  David for Montgomery,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),,Debit Card,,Electoral,Printing
4/4/2022,Barbara Salkin,15101 Interlachen Drive  #220  Silver Spring  Maryland 20906,Individual,175,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement - for room rental deposit for Leisure World meet-n-greet/Made In Moco event - 10/11/22 expense purpose amended (approved by LH)
4/4/2022,Barbara Salkin,15101 Interlachen Drive  #220  Silver Spring  Maryland 20906,Individual,652,Blair  David for Montgomery,Other Expenses,Other,,Check,,Electoral,Reimbursement - for money Barbara paid to Sister Sandwiches for 3 meet-n-greet events - 10/11/22 expense purpose amended (approved by LH)
4/4/2022,Google Gsuite,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,583,Blair  David for Montgomery,Rent and Other Office expenses,IT - Campaign Software,,Debit Card,,Electoral,Software
4/4/2022,Carefirst/Blue Cross Blue Shield,225 N Michigan Ave  Chicago  Illinois 60601,Business/Group/Organization,1397,Blair  David for Montgomery,Salaries and Other compensation,Staff - Insurance,,EFT,,Electoral,Insurance
4/4/2022,&Pizza,11626 Old Georgetown Rd  Rockville  Maryland 20852,Business/Group/Organization,82,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food & Beverage
4/4/2022,Montgomery County Democratic Central,12320 Parklawn Dr  Rockville  Maryland 20852,Business/Group/Organization,1500,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Event Sponsorship
4/4/2022,LAO SZE CHUAN,20 Paseo Drive  N. Bethesda  Maryland 20852,Business/Group/Organization,570,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
4/4/2022,LAO SZE CHUAN,20 Paseo Drive  N. Bethesda  Maryland 20852,Business/Group/Organization,1366,Blair  David for Montgomery,Other Expenses,Other,,Debit Card,,Electoral,Food and Beverage
4/5/2022,Z-Pop Media  LLC,11636 SE 5th St  Bellevue  Washington 98005,Business/Group/Organization,800,Blair  David for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,Blair for Montgomery Ad
